MonthlyIncome,DebtRatio,age,NumberOfTime30-59DaysPastDueNotWorse,NumberOfTime60-89DaysPastDueNotWorse,SeriousDlqin2yrs
3345.0,0.0,24,98,98,0
5000.0,0.860027994,67,0,0,0
5360.0,0.559410558,54,0,0,0
8600.0,0.400999884,41,0,0,0
10000.0,0.04149585,80,0,0,0
5400.0,1036.0,52,0,0,0
2400.0,0.516451479,33,0,0,0
9600.0,0.481304031,44,0,0,0
6055.0,0.231010568,65,0,0,0
15600.0,0.366771361,52,0,0,0
3539.0,0.092655367,35,0,1,0
2500.0,0.004398241,52,0,0,0
5400.0,3346.0,61,0,0,0
19970.0,0.286465375,57,0,0,0
4142.0,0.0,55,0,0,0
0.0,1097.0,55,0,0,0
5400.0,784.0,68,0,0,0
5400.0,810.0,61,1,0,0
5400.0,388.0,46,0,0,0
4500.0,0.130637636,42,2,0,1
2700.0,0.321362458,46,0,0,0
5400.0,2175.0,55,0,0,0
8357.0,0.021296961,64,0,0,0
3500.0,0.335332762,53,0,0,0
5700.0,0.388528328,45,1,1,0
11500.0,0.179549604,73,1,3,1
8833.0,0.401064071,40,0,0,0
25000.0,0.307827687,52,0,0,0
15500.0,0.008838139,85,0,0,0
5400.0,0.0,75,0,0,0
4000.0,0.005748563,70,1,0,0
3000.0,0.52215928,62,0,0,0
2000.0,0.991004498,58,0,0,0
11350.0,0.186415294,64,0,1,0
10000.0,0.124587541,69,0,0,0
6000.0,0.578736877,29,0,0,1
8333.0,0.465682745,56,0,1,0
4450.0,0.447989216,46,0,0,0
5400.0,94.0,53,0,0,0
3150.0,0.509679467,54,0,0,0
5450.0,0.339387268,48,0,0,0
1812.0,0.448979592,29,0,0,0
4094.0,0.019047619,87,0,0,0
11000.0,0.230251795,60,1,0,0
5400.0,965.0,76,0,0,0
5700.0,0.422382038,63,0,0,0
5400.0,49.0,64,0,0,0
770.0,3.661478599,66,1,0,0
9000.0,0.168536829,71,4,1,0
5000.0,1.25894821,61,0,0,0
3583.0,0.209821429,35,0,0,0
6400.0,0.224808624,46,0,0,0
8690.0,0.284662294,34,0,0,0
3335.0,0.271882494,43,0,0,0
6000.0,0.002499583,38,0,0,0
5000.0,0.00879824,75,0,0,0
1950.0,0.68426448,69,0,0,0
5400.0,3702.0,37,0,0,0
11000.0,0.594127807,58,0,0,0
570.0,6.136602452,63,0,0,0
3934.0,0.048538755,45,0,0,0
8500.0,0.114104223,28,1,0,0
5400.0,19.0,61,0,0,0
7766.0,0.23960345,35,0,0,0
5400.0,14.0,51,0,0,0
8000.0,0.486814148,59,0,0,0
5400.0,401.0,35,0,0,0
10500.0,0.123607275,41,0,0,0
4000.0,0.172706823,40,0,0,0
5400.0,1137.0,52,0,0,0
6055.0,0.998678996,40,0,0,0
734.0,2.265306122,28,0,0,0
5400.0,1140.0,55,1,0,0
1000.0,0.222777223,22,0,0,0
5400.0,17.0,58,0,0,0
2333.0,0.263067695,33,0,0,0
4688.0,1.043079548,38,0,0,0
6293.0,0.368605021,46,0,0,0
2100.0,0.554973822,48,0,0,0
8908.0,0.383432484,41,0,0,0
9061.0,0.324431693,62,0,0,0
5400.0,1414.0,44,0,0,0
4700.0,0.755583918,48,0,0,0
3166.0,0.158509631,28,0,0,0
5400.0,2546.0,54,1,0,0
62500.0,0.099038415,45,1,0,0
5400.0,4770.0,61,0,0,0
5760.0,0.21524041,60,0,0,0
3172.0,0.392688308,34,2,0,1
5150.0,0.450397981,54,0,0,0
3399.0,0.000294118,52,0,0,0
5416.0,0.864131438,43,0,0,0
2900.0,1.275766977,38,0,0,0
5400.0,1129.0,59,0,0,0
13000.0,0.479116991,48,1,0,0
6000.0,0.541576404,42,0,0,0
7967.0,0.147590361,47,0,0,0
9000.0,0.338517942,48,0,0,0
7411.0,0.302752294,69,1,0,0
16200.0,0.058453182,31,0,0,0
4200.0,0.135920019,47,0,0,1
5140.0,0.062633729,74,0,0,0
17222.0,0.011728503,36,0,0,0
3950.0,0.327258922,54,0,0,0
5863.0,0.065313779,47,0,1,1
14600.0,0.201493048,49,0,0,0
1667.0,0.498800959,75,0,0,0
14866.0,0.37714401,50,0,0,0
8540.0,0.58669945,35,0,0,0
5400.0,0.0,21,98,98,0
5400.0,1892.0,47,0,1,1
22000.0,0.324712513,47,0,0,0
1500.0,0.126582278,37,0,0,0
8800.0,0.007612771,55,0,0,0
3500.0,0.347614967,45,1,1,0
6000.0,0.685052491,52,0,0,0
6000.0,0.231128145,42,0,0,0
2375.0,1.228956229,54,2,0,0
4700.0,0.37183578,49,0,0,0
5400.0,4624.0,65,2,0,0
4900.0,0.584166497,49,0,0,0
3000.0,0.013995335,60,0,0,0
9259.0,0.390820734,43,0,0,0
7883.0,0.399289701,61,0,0,0
6075.0,0.270408163,54,0,0,0
3705.0,1.290609822,43,0,0,0
4800.0,0.698812747,45,0,0,0
1500.0,1.977348434,36,0,0,0
4296.0,0.34721899,34,0,0,1
5800.0,0.302016894,39,1,1,1
112100.0,0.007992792,53,0,0,0
7640.0,0.170003926,59,0,0,0
0.0,442.0,27,0,0,0
4666.0,0.215127491,61,0,0,0
6000.0,0.445092485,57,0,0,0
2000.0,0.011494253,85,0,0,0
44200.0,0.114341304,46,0,0,0
5400.0,1064.0,48,1,0,0
1472.0,0.335369993,79,0,0,0
11166.0,0.403241694,43,1,0,0
5400.0,1726.0,54,3,3,1
4300.0,0.392699372,59,0,0,0
8512.0,0.203923411,49,0,0,0
2085.0,0.690795781,48,0,0,0
13500.0,0.315384046,64,0,0,0
20833.0,0.218968993,64,0,0,0
5700.0,0.240834941,32,0,0,0
585.0,0.0,69,0,0,0
5400.0,2507.0,48,0,0,0
2406.0,0.225176568,39,0,0,0
1757.0,0.221274175,62,0,0,0
0.0,11902.0,69,1,0,0
50000.0,0.250374993,50,1,0,0
5469.0,0.435100548,51,0,1,1
3100.0,0.320541761,79,0,0,0
7000.0,0.214683617,70,0,0,0
2600.0,0.123798539,30,0,0,0
7200.0,0.37994723,43,0,0,0
4507.0,0.079636202,27,0,0,0
11733.0,0.208368843,48,0,0,0
4500.0,0.245278827,51,0,0,0
5400.0,33.0,71,0,0,0
5400.0,1682.0,73,0,0,0
5400.0,2657.0,48,0,0,0
10000.0,0.00189981,79,0,0,0
3200.0,0.176819744,34,0,0,0
4164.0,0.075390156,64,0,0,0
77000.0,0.006454462,82,0,0,0
5500.0,0.298491183,29,2,0,0
3980.0,0.0,42,0,0,0
5400.0,871.0,48,0,0,0
8000.0,0.237595301,36,0,0,0
9500.0,0.089043259,32,0,0,0
5400.0,603.0,49,1,0,0
3566.0,0.020185029,85,0,1,1
2600.0,0.00153787,27,0,0,0
6416.0,0.390681004,54,0,0,0
6483.0,1.083436151,47,2,0,1
1681.0,0.823424495,81,0,1,0
6300.0,0.573242342,49,0,0,1
4186.0,0.080964891,28,1,0,0
1111.0,0.607913669,58,0,0,1
5400.0,2850.0,60,0,0,0
5400.0,1133.0,60,0,0,0
4500.0,0.443901355,69,1,0,0
3200.0,0.387691346,53,0,0,0
6900.0,0.276626576,40,1,0,0
5400.0,1681.0,56,0,0,0
8273.0,0.738216099,61,0,0,0
5400.0,74.0,36,0,0,0
5000.0,0.734053189,61,0,0,0
6200.0,0.55910337,32,1,2,0
7000.0,0.692901014,56,1,1,0
8115.0,0.000616067,78,0,0,0
6000.0,0.41109815,59,0,0,0
6046.0,0.06432942,78,0,0,0
2513.0,1.146778043,67,3,0,1
5400.0,2059.0,57,0,0,0
17500.0,0.323181532,56,0,0,0
12166.0,0.514588641,49,0,0,0
500.0,0.007984032,67,0,0,0
3400.0,0.667156719,58,0,0,0
1800.0,0.200444198,55,0,0,0
5400.0,1103.0,71,0,0,0
5400.0,787.0,34,0,0,0
7200.0,0.140258297,64,0,0,0
5200.0,0.075754663,29,0,0,0
125000.0,0.031743746,50,0,0,0
4166.0,1.291336693,60,0,0,0
5400.0,53.0,58,0,0,0
5793.0,0.255091474,30,0,0,0
4780.0,0.227567455,46,0,0,0
16000.0,0.207924505,44,0,0,0
8680.0,0.329800714,33,0,0,1
5400.0,1763.0,77,0,0,0
2900.0,0.411582213,61,0,0,0
7383.0,0.532231853,37,0,0,0
2400.0,0.917950854,46,0,0,0
5400.0,1938.0,68,0,0,0
4500.0,0.708731393,52,0,0,0
12499.0,0.49856,57,0,0,0
10000.0,0.227477252,44,0,0,0
7090.0,0.288393739,63,0,0,0
5400.0,3065.0,48,0,0,0
5400.0,36.0,28,0,0,1
4900.0,0.25423383,51,0,0,0
5400.0,1547.0,71,0,0,0
5400.0,1867.0,61,0,0,0
3000.0,0.421526158,38,0,0,0
6000.0,0.196800533,43,0,0,0
5800.0,0.640062058,45,1,0,0
20126.0,0.429423163,53,0,0,0
9200.0,0.071731334,58,0,0,0
9583.0,0.277441569,63,0,0,0
5400.0,1199.0,71,0,0,0
4703.0,0.22087585,37,0,0,0
5400.0,27.0,65,0,0,0
3950.0,0.165021514,59,0,0,0
6575.0,0.448600973,44,0,0,0
5400.0,687.0,43,1,0,1
6783.0,0.524911557,59,0,0,0
1460.0,0.489390828,60,0,0,0
12917.0,0.339758477,44,0,0,0
5266.0,0.53521929,46,0,0,0
3020.0,0.446209864,35,4,0,1
2835.0,0.13787024,72,0,0,0
30000.0,0.087230426,46,0,0,0
5400.0,122.0,68,0,0,0
7375.0,0.0,47,0,0,0
2350.0,0.002977456,88,0,0,0
9050.0,0.029389018,63,0,0,0
5555.0,0.551655868,42,0,0,0
8500.0,0.116221621,66,0,0,0
3537.0,0.445449406,61,0,0,0
2600.0,0.037293349,34,0,0,0
3999.0,0.40475,54,1,1,1
5000.0,0.48990202,53,0,0,0
3635.0,0.0,23,98,98,0
5400.0,3374.0,46,0,0,0
2800.0,0.75651553,40,0,0,0
13039.0,0.420782209,50,0,0,0
2800.0,0.90396287,63,0,0,0
11789.0,0.364800679,58,0,0,0
6575.0,0.265206813,45,1,0,1
11400.0,0.298833436,48,0,0,0
5323.0,0.260894065,38,1,0,0
6833.0,0.254901961,51,0,0,0
5400.0,1602.0,64,0,0,0
4801.0,0.457934194,67,0,0,0
2500.0,3.667732907,33,0,0,1
10492.0,0.26960831,67,0,0,0
5000.0,0.653669266,35,1,0,0
1500.0,0.45769487,65,0,0,0
9166.0,0.179557107,73,0,0,0
5481.0,0.024808464,44,2,0,0
6500.0,0.028918628,35,0,0,0
7539.0,0.364190981,69,0,0,0
5400.0,2988.0,46,0,1,0
9500.0,0.243132302,42,0,0,0
5200.0,0.003268602,82,0,0,0
939.0,0.018085106,72,0,0,0
2800.0,0.327740093,40,0,0,0
6700.0,0.211610207,26,0,0,0
3583.0,0.446707589,39,6,0,0
12332.0,0.117813995,46,0,0,0
5400.0,0.651175708,40,0,0,0
5400.0,5813.0,60,1,0,0
7884.0,0.311857958,35,0,0,0
3466.0,0.560426882,46,0,0,0
5400.0,2911.0,49,1,0,0
7500.0,0.611785095,63,0,0,0
1750.0,2.587664192,47,0,0,0
7500.0,0.193840821,37,0,0,0
6666.0,0.486875656,34,0,0,0
7000.0,0.046707613,79,0,0,1
1800.0,0.308717379,31,0,0,0
15652.0,0.214016482,58,1,0,0
7800.0,0.368414306,50,0,0,0
3848.0,0.278773707,50,0,0,0
7166.0,0.272359425,44,0,0,0
5400.0,170.0,76,0,0,0
1.0,1305.0,64,0,0,0
4843.0,0.567299752,66,0,0,0
3900.0,1.120994617,59,0,0,0
5513.0,0.305585782,60,0,0,0
6140.0,0.240026054,65,0,0,0
5700.0,0.002806525,38,0,0,0
5400.0,6.0,84,0,0,0
5400.0,0.0,55,0,0,0
6466.0,0.720426782,68,0,0,0
1700.0,0.879482657,32,0,0,0
5400.0,0.0,79,0,0,0
9166.0,0.586015054,44,0,0,0
2700.0,0.072565716,25,0,0,0
7000.0,0.177688902,51,0,0,0
3744.0,0.326034713,75,0,0,0
4437.0,0.794051374,50,0,0,0
5400.0,4273.0,48,0,0,0
4000.0,0.026493377,60,0,0,0
5400.0,1155.0,64,0,0,0
5333.0,5.379452568,54,2,0,0
13441.0,0.137925904,57,0,0,0
8225.0,0.60940919,67,0,0,0
8300.0,0.089989158,41,0,0,0
5400.0,2528.0,41,0,0,0
5000.0,0.200559888,62,1,1,0
5400.0,653.0,63,0,0,0
5000.0,0.00259948,27,0,0,0
2800.0,0.0,22,0,0,0
6500.0,0.144900784,59,1,0,0
13000.0,0.060379971,73,0,0,0
5400.0,2057.0,33,0,0,0
3033.0,0.170072512,50,0,0,1
5400.0,19.0,73,0,0,0
7600.0,0.009735561,79,0,0,0
13216.0,0.53930544,48,0,0,0
5000.0,0.438712258,61,0,0,0
3333.0,2.091481704,75,0,0,0
6666.0,0.659367032,45,0,0,0
6833.0,0.016242318,54,0,0,0
10631.0,0.156696764,51,0,0,0
2250.0,0.641936917,58,0,0,0
5400.0,0.0,70,0,0,0
5000.0,0.441111778,54,0,0,0
5509.0,0.394010889,58,0,0,0
7000.0,0.637194686,67,0,0,0
5400.0,0.339196445,50,0,0,0
5400.0,304.0,58,0,0,0
6500.0,0.431472081,36,0,0,0
5400.0,4852.0,52,2,1,0
1800.0,0.741254858,52,0,0,0
2500.0,0.137544982,27,2,0,0
5800.0,0.189450095,56,0,0,0
1700.0,0.136390359,32,0,0,0
2900.0,0.433298862,42,0,0,0
8586.0,0.134156283,73,0,0,0
3500.0,0.298771779,69,1,0,0
5400.0,0.004258471,62,0,0,0
2600.0,0.4544406,49,1,0,1
6400.0,0.384783628,40,0,0,0
2500.0,1.413034786,61,0,0,0
4000.0,0.301674581,33,1,0,1
4250.0,0.491884263,34,0,0,0
2800.0,0.737950732,43,0,0,0
4200.0,0.637229231,28,0,0,0
7400.0,0.71152547,54,0,1,1
6471.0,0.558250927,40,1,0,0
4310.0,0.169102296,69,0,0,0
5461.0,0.000915416,27,0,0,0
5635.0,0.43151171,55,0,0,0
6600.0,0.434025148,41,0,0,0
5400.0,771.0,23,1,0,1
7600.0,0.460860413,48,0,0,0
1244.0,0.461044177,50,0,0,0
5680.0,0.512761838,35,0,0,0
4460.0,0.815960547,42,0,0,0
3176.0,0.689959081,67,0,0,0
4699.0,0.17212766,45,0,0,0
2500.0,0.018792483,89,0,0,0
6000.0,0.245625729,68,0,0,0
7062.0,0.234036528,44,0,0,1
9094.0,0.056074766,33,0,0,0
1630.0,0.002452483,86,0,0,0
8210.0,0.241870661,66,0,0,0
3162.0,0.424913057,39,0,0,0
2308.0,0.407102642,29,1,0,0
4167.0,0.211132438,31,0,0,0
5400.0,5394.0,40,1,0,0
5400.0,333.0,32,0,0,1
2500.0,0.432227109,53,0,0,0
5400.0,16.0,75,0,0,0
5400.0,399.0,41,1,1,0
1.0,1303.5,42,0,0,0
3000.0,0.220259913,27,0,0,0
2400.0,0.359017076,36,0,0,0
12000.0,0.528122656,53,0,0,0
5400.0,0.0,53,0,0,0
5400.0,388.0,31,0,0,0
4600.0,0.544229515,39,0,0,0
2500.0,0.117952819,85,0,0,0
5400.0,1204.0,50,0,0,0
2098.0,1.295855169,48,0,0,0
820.0,0.662606577,25,0,0,0
10433.0,0.334195898,43,2,0,0
2800.0,1.03070332,32,0,0,0
3451.0,0.535631518,63,0,0,0
2952.0,0.004063664,63,0,0,0
15250.0,0.310799292,52,0,0,0
3000.0,0.077640786,37,0,0,0
6716.0,0.150066994,60,0,0,0
5222.0,0.376412024,53,0,0,0
6540.0,0.0,44,1,2,0
2501.0,0.010791367,72,0,0,0
1700.0,0.684303351,61,0,1,1
10151.0,0.18715524,58,0,0,0
6913.0,0.121203356,48,0,0,0
4833.0,0.320852296,33,1,0,1
4900.0,0.299326668,65,0,0,0
13867.0,0.121863282,43,0,0,0
8416.0,0.342758703,62,1,0,0
7900.0,0.303379319,33,0,0,0
12666.0,0.190573932,57,0,0,0
8333.0,0.0,81,0,0,0
42500.0,0.088962613,75,0,0,0
6687.0,0.054575359,68,0,0,0
7000.0,0.831309813,42,0,0,0
5000.0,0.227554489,74,0,0,0
2500.0,2.295881647,41,0,0,0
5400.0,0.0,59,0,0,0
5833.0,0.334247515,37,4,2,0
3700.0,0.029721697,74,0,1,0
3504.0,0.228815977,72,0,0,0
5400.0,2334.0,79,0,0,1
4700.0,0.767070836,29,0,0,0
3501.0,0.003141062,76,0,0,0
7203.0,0.206968351,59,0,0,0
2800.0,0.156729739,54,0,0,0
6750.0,0.076433121,48,0,0,0
4775.0,0.100293132,34,0,0,0
2500.0,0.005597761,83,0,0,0
0.0,11.0,21,0,0,0
5400.0,4199.0,74,0,0,0
540.0,0.388170055,24,2,0,0
5400.0,3.0,73,0,0,0
16600.0,0.109391001,65,0,0,0
7200.0,0.454103597,47,1,0,0
5294.0,0.45401322,43,2,0,0
7500.0,0.215837888,38,0,0,0
5400.0,1135.0,53,0,2,1
7622.0,0.236914601,48,0,0,0
3450.0,0.991596639,43,0,0,1
5400.0,272.0,60,0,0,1
5400.0,2748.0,53,1,0,0
8140.0,0.319862425,42,1,0,0
3000.0,0.364545152,50,0,0,0
7000.0,0.053278103,37,0,0,0
8000.0,0.488938883,35,1,0,0
9000.0,0.324408399,47,0,0,0
5400.0,4228.0,55,0,0,0
5681.0,0.650123196,50,0,0,0
5400.0,2067.0,57,0,0,0
8200.0,0.284355566,54,0,0,0
11362.0,0.244917715,49,0,0,0
2978.0,0.167505874,42,0,0,0
2667.0,0.68928036,59,0,0,0
5400.0,0.0,28,0,0,0
5400.0,2970.0,61,0,0,0
12083.0,0.755130751,40,0,0,0
9681.0,0.313261723,59,0,0,0
2533.0,0.622336227,33,0,0,0
8000.0,0.380952381,33,1,0,0
14200.0,0.151468206,62,0,0,0
5400.0,3793.0,59,0,0,0
4522.0,0.252266195,72,0,0,0
6000.0,0.207632061,48,0,0,0
5100.0,0.331111547,36,0,0,0
6666.0,1.239238038,81,0,0,0
1372.0,0.876911872,52,5,3,0
5000.0,0.24095181,87,0,0,0
2432.0,0.129058775,27,0,0,0
2080.0,0.052378664,30,0,0,1
5843.0,0.421629021,34,0,0,0
1500.0,0.203197868,69,0,0,0
6000.0,0.108815197,47,0,1,0
8333.0,0.456323494,47,0,0,0
1400.0,1.68165596,34,0,0,0
2400.0,0.476884631,56,0,0,0
5200.0,0.397615843,63,0,0,0
8000.0,0.079615048,56,0,0,0
16250.0,0.1636207,40,0,0,0
5400.0,99.0,47,0,0,0
7700.0,0.213478769,49,0,0,0
8200.0,0.183392269,55,0,0,0
6800.0,0.160858697,43,0,0,0
5400.0,4338.0,34,0,0,0
5700.0,0.159094896,61,0,0,0
3500.0,0.030277064,69,0,0,0
5400.0,218.0,63,0,0,0
4333.0,0.268574066,43,0,0,0
2100.0,0.012851023,83,0,0,0
7492.0,0.777926064,49,0,0,0
2500.0,1.431027589,26,0,0,0
4333.0,0.630826027,33,0,0,1
3700.0,0.376925155,54,0,0,0
7000.0,0.511641194,37,0,0,0
9532.0,0.318053079,45,0,0,0
5400.0,14.0,58,0,0,0
1200.0,1.768526228,55,2,0,1
10160.0,0.466095857,47,0,0,0
9916.0,0.126449531,68,0,0,0
6268.0,0.507257936,43,0,0,0
5400.0,6450.0,57,0,0,0
3850.0,1.549207998,33,0,0,0
8272.0,0.274870059,49,0,0,0
3800.0,0.01368061,73,0,0,0
5400.0,2740.0,74,1,0,0
5400.0,397.0,52,0,0,0
3500.0,0.399600114,64,0,0,0
5400.0,2272.0,58,0,0,0
9069.0,0.815876516,94,1,0,0
5400.0,846.0,53,0,0,1
5400.0,5.0,97,0,0,0
6999.0,0.0,50,0,0,0
5400.0,3577.0,53,0,0,0
15385.0,0.173404394,35,0,0,0
3600.0,0.542904749,61,0,0,0
10500.0,0.114274831,59,1,0,0
11049.0,0.228778281,48,0,0,0
1600.0,0.322923173,36,0,1,1
5400.0,245.0,73,0,0,0
5400.0,670.0,47,3,0,0
7900.0,0.241488419,56,0,0,0
8333.0,0.227141829,48,0,0,0
5400.0,22.0,72,0,0,0
5400.0,1807.0,59,0,0,0
4266.0,0.41645184,75,0,0,0
5400.0,1821.0,48,0,0,0
5580.0,0.302096398,51,0,0,0
13687.0,0.207115722,71,1,0,0
5400.0,2037.0,44,0,0,0
6000.0,0.520079987,41,0,0,0
11249.0,0.491822222,59,0,0,0
10600.0,0.16300349,72,0,0,0
0.0,5268.0,38,0,0,0
4750.0,0.754577984,51,2,2,1
5663.0,0.259710452,39,1,0,0
5007.0,0.040734824,41,1,0,0
6160.0,0.434669696,55,0,0,0
5400.0,0.0,67,0,0,0
7133.0,0.579899075,37,0,0,0
5400.0,180.0,83,0,0,0
5000.0,0.00779844,74,0,0,0
14000.0,0.183844011,50,0,0,0
1100.0,1.373297003,56,1,0,0
9500.0,0.45668877,47,0,0,0
3600.0,0.394612608,62,0,0,0
1850.0,0.819556996,71,0,0,0
5400.0,726.0,34,0,0,0
1000.0,2.344655345,44,1,1,0
5758.0,0.41986456,36,0,0,0
11113.0,0.43530682,42,0,0,0
10885.0,0.496601139,62,0,0,0
7083.0,1.122247318,47,0,0,0
3266.0,0.306091215,48,0,0,0
5000.0,0.332133573,51,1,1,0
5000.0,0.019996001,77,0,0,0
11067.0,0.16452837,72,0,0,0
8000.0,0.969503812,74,0,0,0
8083.0,0.05974765,45,0,0,0
5400.0,277.0,48,0,0,0
7300.0,0.507053828,79,0,0,0
5600.0,0.895018747,56,2,0,0
5400.0,1250.0,25,0,0,0
1890.0,0.492332099,70,0,0,0
5400.0,32.0,39,0,0,0
6667.0,0.292891422,56,0,0,0
5400.0,95.0,58,0,0,0
7100.0,0.519081819,67,1,0,0
6750.0,0.616501259,45,0,0,0
5000.0,0.229554089,78,0,0,0
5400.0,5.0,53,0,0,1
5400.0,1621.0,41,0,0,0
13400.0,0.473994478,54,2,0,0
7000.0,0.160119983,33,0,0,0
8800.0,0.677991137,47,5,2,1
13759.0,0.175508721,57,0,0,1
5833.0,0.098731574,31,0,0,0
8166.0,0.237173993,72,1,0,0
6833.0,0.389230319,42,1,0,1
5400.0,1528.0,58,0,0,0
7015.0,0.88968073,49,0,0,1
3974.0,0.722515723,71,0,0,0
5400.0,620.0,47,1,0,1
5400.0,1045.0,31,0,0,0
5000.0,0.858428314,38,0,0,1
5400.0,9564.0,56,1,0,0
5834.0,0.039588689,48,0,0,0
8168.0,0.164646836,55,0,0,0
4120.0,0.300169862,43,0,0,0
4586.0,1.192718552,66,0,0,0
2712.0,0.0,60,0,0,0
31416.0,0.220772193,47,0,0,0
3500.0,0.946872322,32,0,0,0
3500.0,0.224507284,39,0,0,0
6333.0,0.47316072,35,1,0,1
5400.0,3452.0,50,0,0,0
3400.0,0.165833578,32,0,0,0
3981.0,0.317428428,61,0,0,0
5400.0,1135.0,40,6,5,1
9000.0,0.004888346,33,0,0,0
8500.0,0.305611105,47,2,0,0
10000.0,0.00469953,78,0,0,0
5400.0,1486.0,51,0,0,0
5050.0,0.204909919,46,0,0,0
4000.0,0.240939765,47,0,0,0
5400.0,5293.0,65,1,0,0
11200.0,0.283992501,47,0,0,0
9082.0,0.004403831,66,0,0,0
5000.0,0.443111378,46,0,0,0
3916.0,0.091396477,32,1,1,1
10500.0,0.001142748,79,0,0,0
4083.0,0.159157689,81,0,0,0
5423.0,0.004977876,79,0,0,0
6000.0,0.392101316,43,0,0,0
8083.0,0.551335972,56,0,0,0
3500.0,0.125678378,26,0,0,0
2083.0,0.33925144,44,0,0,0
5400.0,24.0,78,0,0,0
8250.0,0.2358502,63,0,0,0
601.0,0.187707641,34,0,0,0
5400.0,2674.0,61,0,0,0
764.0,0.973856209,26,0,1,0
6700.0,0.358453962,32,0,0,0
1100.0,0.0,72,0,0,0
4218.0,0.070158805,77,0,0,0
3100.0,0.091905837,36,0,0,0
2880.0,0.184658105,33,0,0,0
340.0,0.017595308,25,0,1,0
10000.0,0.381061894,57,0,0,0
5208.0,0.35265886,39,0,0,0
4000.0,0.0,76,0,0,0
5000.0,0.286742651,57,0,0,0
8000.0,0.420572428,45,0,0,0
7500.0,0.042527663,63,0,0,0
5400.0,384.0,72,0,0,0
5400.0,502.0,28,0,0,0
2357.0,0.353689567,76,0,0,0
7000.0,0.009570061,71,0,0,0
6000.0,0.259790035,59,0,0,0
13180.0,0.082315454,53,0,0,0
4100.0,0.20555962,65,0,0,0
10000.0,0.379862014,49,1,0,0
898.0,0.378197998,26,0,0,0
441.0,0.015837104,73,0,0,0
4116.0,0.165897498,53,0,0,0
2172.0,0.069028992,52,0,0,0
4036.0,0.260094129,63,0,0,0
9366.0,0.422974271,47,0,1,0
5400.0,331.0,57,0,0,0
16280.0,0.203427308,31,0,0,0
5400.0,2149.0,54,0,0,0
5400.0,798.0,49,0,0,0
4000.0,0.007998,75,0,0,0
5400.0,2363.0,59,0,0,0
11200.0,0.271136506,62,0,0,0
5866.0,0.155957048,40,0,0,0
2048.0,0.156173743,32,0,0,1
5535.0,0.105671965,78,0,0,0
4300.0,0.500116252,61,0,0,0
19580.0,0.295286247,61,0,0,0
4800.0,0.195375963,73,0,0,0
4430.0,0.607763485,50,2,0,1
0.0,241.0,74,0,0,0
10416.0,0.004127868,74,0,0,0
5400.0,97.0,56,0,0,0
1200.0,0.0,71,0,0,0
10000.0,0.229577042,72,1,0,0
6500.0,0.617289648,43,0,0,0
8000.0,0.061992251,52,0,0,0
6500.0,0.23611752,49,0,0,0
5400.0,1037.0,83,0,0,0
4573.0,0.617184084,60,0,0,1
3100.0,0.160593357,52,1,0,0
3000.0,0.011662779,84,0,0,0
5400.0,970.0,51,0,0,0
4766.0,0.196979232,49,2,0,0
5000.0,2.642271546,56,1,0,0
4500.0,0.48789158,41,1,0,0
2083.0,0.232245681,29,0,0,0
8333.0,0.508759299,55,0,0,0
5400.0,1775.0,57,0,0,0
2500.0,0.191523391,25,1,0,0
1847.0,0.86525974,42,0,0,0
10100.0,0.501831502,75,2,0,0
5400.0,1248.0,41,0,0,0
6448.0,0.484416189,47,0,0,0
3178.0,0.305441963,68,0,0,0
21500.0,0.322031533,62,1,0,0
5400.0,11622.0,48,1,0,0
12900.0,0.093791179,60,0,0,0
16000.0,0.270670583,56,0,0,0
5400.0,1044.0,50,0,0,0
2500.0,0.0,61,0,0,0
4800.0,0.450531139,53,0,0,0
9035.0,0.610115095,54,0,0,0
6000.0,0.143809365,65,0,0,0
2500.0,1.018392643,53,0,0,0
10166.0,0.306481755,53,0,0,0
5000.0,0.577284543,43,0,0,0
6000.0,0.290118314,50,0,0,1
0.0,85.0,77,0,0,0
6000.0,0.051824696,66,0,0,0
2300.0,1.713602781,46,0,0,0
11291.0,0.382040383,58,0,0,0
7000.0,0.017568919,34,1,0,0
6000.0,0.003166139,26,0,0,0
5083.0,0.37804878,69,0,0,0
4583.0,0.407504363,50,0,0,0
1500.0,0.200532978,22,3,0,0
4300.0,0.131364799,30,0,0,0
4666.0,0.046068138,44,0,0,0
3600.0,0.492363232,53,0,0,0
9000.0,0.374513943,45,0,0,0
10500.0,0.010189506,65,0,0,0
5800.0,0.237028099,69,0,0,0
5400.0,2120.0,39,0,0,0
15000.0,0.035197653,68,0,0,0
1200.0,0.07743547,60,0,0,0
4134.0,0.016928658,81,0,0,0
3500.0,0.003998857,81,0,0,0
6500.0,0.127980311,36,0,0,0
4942.0,0.439813878,84,0,0,0
5400.0,782.0,80,0,0,0
15800.0,0.157141953,45,0,0,0
5400.0,8.0,72,0,0,0
3394.0,1.109278351,86,0,0,0
7833.0,0.428006127,60,0,0,0
5400.0,1080.0,74,0,0,0
4581.0,0.329550415,72,0,0,0
4166.0,0.674586033,54,0,0,0
0.0,0.0,22,0,0,0
5400.0,2927.0,82,0,0,0
11600.0,0.45961555,63,0,0,0
14770.0,0.240335793,58,1,0,0
7968.0,0.083824821,52,0,0,1
3200.0,1.220243674,46,0,0,0
1916.0,0.752738654,68,0,0,0
